fullName,season,rel_batting_impact_score,rel_bowling_impact_score
Dishant Yagnik,2012,3.03,0.0
Dishant Yagnik,2013,8.92,0.0
Dishant Yagnik,2014,18.63,0.0
Domnic Muthuswami,2015,0.63,9.24
Doug Bollinger,2010,2.52,19.28
Doug Bollinger,2011,8.13,43.18
Doug Bollinger,2012,2.52,37.93
Doug Bracewell,2012,7.47,37.44
Dushmantha Chameera,2022,4.12,8.58
Dwaine Pretorius,2022,5.88,10.08
Dwaraka Ravi Teja,2009,12.85,10.56
Dwaraka Ravi Teja,2011,8.6,2.11
Dwaraka Ravi Teja,2012,23.96,-0.0
Dwaraka Ravi Teja,2013,9.88,-0.0
Dwayne Bravo,2009,19.52,14.92
Dwayne Bravo,2010,17.05,12.84
Dwayne Bravo,2011,5.1,4.55
Dwayne Bravo,2012,3.63,17.35
Dwayne Bravo,2013,22.93,14.93
Dwayne Bravo,2014,10.78,37.89
Dwayne Bravo,2015,8.64,14.93
Dwayne Bravo,2016,19.56,34.75
Dwayne Bravo,2018,17.77,27.64
Dwayne Bravo,2019,28.6,23.76
Dwayne Bravo,2020,24.87,35.08
Dwayne Bravo,2021,20.02,46.84
Dwayne Bravo,2022,31.6,63.0
Dwayne Smith,2009,10.66,16.5
Dwayne Smith,2010,30.29,1.36
Dwayne Smith,2012,28.85,8.85
Dwayne Smith,2013,49.26,5.91
Dwayne Smith,2014,74.7,11.51
Dwayne Smith,2015,102.52,19.91
Dwayne Smith,2016,93.55,31.67
Dwayne Smith,2017,113.81,44.11
Eklavya Dwivedi,2016,8.05,0.0
Eoin Morgan,2010,13.46,0.0
Eoin Morgan,2011,6.0,0.0
Eoin Morgan,2013,19.46,0.0
Eoin Morgan,2015,32.92,0.0
Eoin Morgan,2016,48.36,0.0
Eoin Morgan,2017,63.94,0.0
Eoin Morgan,2020,61.82,0.0
Eoin Morgan,2021,86.19,0.0
Evin Lewis,2018,16.81,0.0
Evin Lewis,2019,39.1,0.0
Evin Lewis,2021,33.62,0.0
Evin Lewis,2022,55.94,0.0
Fabian Allen,2021,3.71,6.41
Fabian Allen,2022,2.1,4.18
Faf du Plessis,2012,22.87,0.0
Faf du Plessis,2014,45.74,0.0
Faf du Plessis,2015,42.06,0.0
Faf du Plessis,2016,61.52,0.0
Faf du Plessis,2017,88.79,0.0
Faf du Plessis,2018,66.84,0.0
Faf du Plessis,2019,88.12,0.0
Faf du Plessis,2020,114.87,0.0
Faf du Plessis,2021,142.6,0.0
Faf du Plessis,2022,175.51,0.0
Faiz Fazal,2010,9.99,0.0
Faiz Fazal,2011,23.51,0.0
Farhaan Behardien,2016,3.12,0.0
Farveez Maharoof,2009,11.07,21.6
Farveez Maharoof,2010,7.98,20.6
Fazalhaq Farooqi,2022,1.28,7.2
Fidel Edwards,2009,1.3,12.6
Gautam Gambhir,2009,30.86,0.0
Gautam Gambhir,2010,14.45,0.0
Gautam Gambhir,2011,35.93,0.0
Gautam Gambhir,2012,34.73,0.0
Gautam Gambhir,2013,62.05,0.0
Gautam Gambhir,2014,54.03,0.0
Gautam Gambhir,2015,50.29,0.0
Gautam Gambhir,2016,69.32,0.0
Gautam Gambhir,2017,96.72,0.0
Gautam Gambhir,2018,95.09,0.0
George Bailey,2009,14.43,0.0
George Bailey,2010,31.2,0.0
George Bailey,2014,28.86,0.0
George Bailey,2015,26.55,0.0
George Bailey,2016,42.38,0.0
George Garton,2021,0.64,6.66
Glenn Maxwell,2012,13.9,5.04
Glenn Maxwell,2013,2.09,11.88
Glenn Maxwell,2014,10.64,5.04
Glenn Maxwell,2015,36.19,6.27
Glenn Maxwell,2016,19.7,9.18
Glenn Maxwell,2017,32.47,6.27
Glenn Maxwell,2018,50.1,19.52
Glenn Maxwell,2020,46.37,11.31
Glenn Maxwell,2021,39.51,16.71
Glenn Maxwell,2022,69.26,22.63
Glenn Phillips,2021,6.27,4.98
Gnaneswara Rao,2011,13.94,0.0
Graeme Smith,2009,35.21,0.0
Graeme Smith,2010,13.14,0.0
Graeme Smith,2011,29.52,0.0
Graham Napier,2009,10.88,14.88
Gurinder Sandhu,2015,0.0,4.8
Gurkeerat Singh Mann,2012,12.75,3.72
Gurkeerat Singh Mann,2013,28.48,0.0
Gurkeerat Singh Mann,2015,25.5,3.72
Gurkeerat Singh Mann,2016,17.43,17.4
Gurkeerat Singh Mann,2019,30.18,7.44
Gurkeerat Singh Mann,2020,55.38,3.72
Hanuma Vihari,2013,6.19,1.06
Hanuma Vihari,2015,12.38,2.12
Hanuma Vihari,2019,18.57,3.18
Harbhajan Singh,2009,6.8,20.4
Harbhajan Singh,2010,5.62,16.47
Harbhajan Singh,2011,16.15,33.67
Harbhajan Singh,2012,15.57,30.77
Harbhajan Singh,2013,12.31,21.73
Harbhajan Singh,2014,11.49,41.19
Harbhajan Singh,2015,8.23,37.29
Harbhajan Singh,2016,17.23,37.01
Harbhajan Singh,2017,27.79,29.71
Harbhajan Singh,2018,18.79,40.89
Harbhajan Singh,2019,25.51,36.56
Harbhajan Singh,2021,24.77,49.66
Hardik Pandya,2015,14.07,5.74
Hardik Pandya,2016,9.84,1.15
Hardik Pandya,2017,3.36,4.35
Hardik Pandya,2018,15.36,9.99
Hardik Pandya,2019,30.51,25.35
Hardik Pandya,2020,51.23,19.55
Hardik Pandya,2021,46.7,9.99
Hardik Pandya,2022,38.65,9.99
Hardus Viljoen,2019,0.65,12.19
Harmeet Singh,2009,1.39,13.85
Harmeet Singh,2010,0.0,5.09
Harmeet Singh,2011,0.0,18.95
Harmeet Singh,2012,0.0,38.69
Harmeet Singh,2013,5.0,30.63
Harpreet Brar,2019,6.37,5.17
Harpreet Brar,2020,18.85,0.0
Harpreet Brar,2021,6.37,0.0
Harpreet Brar,2022,14.37,11.83
Harpreet Singh,2011,4.58,0.0
Harpreet Singh,2012,9.78,0.0
Harry Gurney,2019,0.6,9.92
Harshal Patel,2012,4.99,14.61
Harshal Patel,2014,9.98,29.22
Harshal Patel,2015,7.79,27.59
Harshal Patel,2016,7.01,43.75
Harshal Patel,2017,4.99,29.44
Harshal Patel,2018,4.99,57.28
Harshal Patel,2019,29.91,43.93
Harshal Patel,2020,4.99,39.76
Harshal Patel,2021,12.31,36.1
Harshal Patel,2022,10.84,64.97
Harshit Rana,2022,0.64,4.95
Hashim Amla,2016,28.39,0.0
Hashim Amla,2017,19.63,0.0
Heinrich Klaasen,2018,6.64,0.0
Heinrich Klaasen,2019,16.98,0.0
Herschelle Gibbs,2009,13.6,0.0
Herschelle Gibbs,2010,35.11,0.0
Herschelle Gibbs,2012,33.63,0.0
Hrithik Shokeen,2022,16.56,4.68
Imran Tahir,2014,2.12,19.83
Imran Tahir,2015,4.72,17.91
Imran Tahir,2016,3.77,17.67
Imran Tahir,2017,7.13,14.4
Imran Tahir,2018,3.77,33.44
Imran Tahir,2019,5.01,25.15
Imran Tahir,2020,3.77,49.22
Imran Tahir,2021,11.87,29.99
Iqbal Abdulla,2010,3.34,8.43
Iqbal Abdulla,2011,0.0,4.59
Iqbal Abdulla,2012,4.68,21.99
Iqbal Abdulla,2013,0.63,12.18
Iqbal Abdulla,2014,3.15,30.49
Iqbal Abdulla,2015,0.63,12.18
Iqbal Abdulla,2016,7.47,22.21
Iqbal Abdulla,2017,19.08,20.99
Irfan Pathan,2009,9.74,16.12
Irfan Pathan,2010,21.59,15.53
Irfan Pathan,2011,37.9,11.72
Irfan Pathan,2012,30.79,11.21
Irfan Pathan,2013,41.61,6.14
Irfan Pathan,2014,38.86,15.17
Irfan Pathan,2016,47.41,14.39
Irfan Pathan,2017,41.24,6.14
Ish Sodhi,2018,2.42,17.77
Ish Sodhi,2019,0.66,14.26
Ishan Kishan,2016,18.8,0.0
Ishan Kishan,2017,5.66,0.0
Ishan Kishan,2018,26.47,0.0
Ishan Kishan,2019,22.22,0.0
Ishan Kishan,2020,18.0,0.0
Ishan Kishan,2021,52.58,0.0
Ishan Kishan,2022,36.0,0.0
Ishan Malhotra,2011,4.36,0.0
Ishan Porel,2021,0.0,10.32
Ishank Jaggi,2011,9.41,0.0
Ishank Jaggi,2012,19.77,0.0
Ishank Jaggi,2017,18.82,0.0
Ishant Sharma,2009,1.52,6.81
Ishant Sharma,2010,5.07,21.35
Ishant Sharma,2011,3.73,17.31
Ishant Sharma,2013,2.84,14.77
Ishant Sharma,2014,1.52,26.63
Ishant Sharma,2015,1.52,25.77
Ishant Sharma,2016,1.52,16.87
Ishant Sharma,2017,1.52,24.52
Ishant Sharma,2019,2.84,32.48
Ishant Sharma,2020,9.08,45.64
Ishant Sharma,2021,2.84,32.48
Ishwar Pandey,2013,0.0,8.57
Ishwar Pandey,2014,0.0,3.96
Ishwar Pandey,2015,0.0,10.47
Isuru Udana,2020,2.42,8.18
Jacob Oram,2009,6.3,8.16
Jacob Oram,2011,3.55,5.21
Jacob Oram,2013,7.1,10.42
Jacques Kallis,2009,13.15,3.93
Jacques Kallis,2010,31.96,9.45
Jacques Kallis,2011,63.46,19.28
Jacques Kallis,2012,56.8,30.32
Jacques Kallis,2013,50.71,42.88
Jacques Kallis,2014,46.65,57.3
Jagadeesha Suchith,2015,4.34,11.21
Jagadeesha Suchith,2016,12.28,9.56
Jagadeesha Suchith,2019,8.68,20.77
Jagadeesha Suchith,2021,13.02,31.98
Jagadeesha Suchith,2022,21.78,20.77
Jalaj Saxena,2021,0.0,0.0
Jamaluddin Syed Mohammad,2011,3.5,6.71
Jamaluddin Syed Mohammad,2012,8.18,18.59
Jamaluddin Syed Mohammad,2013,6.0,6.71
James Faulkner,2011,6.91,13.35
James Faulkner,2012,0.0,35.55
James Faulkner,2013,4.94,29.91
James Faulkner,2014,4.43,58.83
James Faulkner,2015,16.1,38.64
James Faulkner,2016,13.75,36.35
James Faulkner,2017,25.31,32.82
James Franklin,2011,17.09,6.69
James Franklin,2012,35.65,5.08
James Hopes,2011,17.2,7.79
James Neesham,2014,6.34,7.31
James Neesham,2020,12.68,14.62
James Neesham,2021,10.66,11.45
James Neesham,2022,6.34,34.13
James Pattinson,2020,5.26,12.14
Jaskaran Singh,2009,0.69,5.04
Jaskaran Singh,2010,0.0,0.0
Jason Behrendorff,2019,0.0,11.63
Jason Holder,2013,6.85,13.7
Jason Holder,2014,0.0,4.0
Jason Holder,2016,6.85,17.7
Jason Holder,2020,13.7,31.4
Jason Holder,2021,26.68,55.4
Jason Holder,2022,22.24,82.48
Jason Roy,2017,18.88,0.0
Jason Roy,2018,14.8,0.0
Jason Roy,2021,33.68,0.0
Jasprit Bumrah,2013,1.56,15.72
Jasprit Bumrah,2014,0.0,14.91
Jasprit Bumrah,2015,0.32,5.84
Jasprit Bumrah,2016,0.0,11.92
Jasprit Bumrah,2017,2.75,25.74
Jasprit Bumrah,2018,8.33,42.65
Jasprit Bumrah,2019,5.06,60.24
Jasprit Bumrah,2020,2.75,78.04
Jasprit Bumrah,2021,5.87,106.41
Jasprit Bumrah,2022,4.31,98.07
Javon Searles,2018,2.64,5.18
Jayant Yadav,2015,2.32,7.0
Jayant Yadav,2016,0.0,23.1
Jayant Yadav,2017,1.95,12.51
Jayant Yadav,2019,4.27,19.51
Jayant Yadav,2020,1.95,19.44
Jayant Yadav,2021,1.95,27.63
Jaydev Unadkat,2010,2.59,9.82
Jaydev Unadkat,2011,0.0,25.74
Jaydev Unadkat,2012,0.0,21.88
Jaydev Unadkat,2013,0.0,9.82
Jaydev Unadkat,2014,0.62,24.24
Jaydev Unadkat,2015,0.33,21.25
Jaydev Unadkat,2016,0.0,9.82
Jaydev Unadkat,2017,0.0,9.82
Jaydev Unadkat,2018,1.25,40.27
Jaydev Unadkat,2019,7.94,17.47
Jaydev Unadkat,2020,1.57,26.02
Jaydev Unadkat,2021,7.94,23.19
Jaydev Unadkat,2022,17.71,31.99
Jean-Paul Duminy,2009,21.68,6.17
Jean-Paul Duminy,2010,47.95,18.59
Jean-Paul Duminy,2011,39.45,13.27
Jean-Paul Duminy,2012,36.64,12.51
Jean-Paul Duminy,2014,58.32,12.34
Jean-Paul Duminy,2015,83.6,9.95
Jean-Paul Duminy,2016,109.77,22.62
Jean-Paul Duminy,2018,105.28,16.12
Jeevan Mendis,2013,5.22,6.9
Jerome Taylor,2011,0.96,14.74
Jesse Ryder,2009,13.8,6.29
Jesse Ryder,2011,27.6,12.58
Jesse Ryder,2012,43.81,19.94
Jhye Richardson,2021,5.28,9.46
Jitesh Sharma,2022,17.3,0.0
Joe Denly,2019,0.0,0.0
Jofra Archer,2018,6.51,18.06
Jofra Archer,2019,1.64,17.71
Jofra Archer,2020,11.72,14.77
Joginder Sharma,2009,5.28,11.63
Joginder Sharma,2010,12.66,6.19
Joginder Sharma,2011,5.28,5.92
Johan Botha,2009,10.29,10.79
Johan Botha,2011,20.58,21.58
Johan Botha,2012,42.8,21.37
Johan Botha,2013,26.44,32.77
Johan Botha,2015,36.73,32.16
Johan van der Wath,2011,4.05,9.36
John Hastings,2014,0.0,13.83
John Hastings,2016,0.0,27.66
Jonny Bairstow,2019,26.83,0.0
Jonny Bairstow,2020,64.47,0.0
Jonny Bairstow,2021,51.31,0.0
Jonny Bairstow,2022,79.81,0.0
Jos Buttler,2016,27.46,0.0
Jos Buttler,2017,13.27,0.0
Jos Buttler,2018,33.27,0.0
Jos Buttler,2019,68.84,0.0
Jos Buttler,2020,63.76,0.0
Jos Buttler,2021,54.27,0.0
Jos Buttler,2022,82.25,0.0
Josh Hazlewood,2020,0.75,13.73
Josh Hazlewood,2021,0.0,5.2
Josh Hazlewood,2022,0.0,19.9
Josh Philippe,2020,11.7,0.0
Junior Dala,2018,0.0,0.0
Justin Kemp,2010,9.12,8.01
KC Cariappa,2015,2.69,6.3
KC Cariappa,2016,0.0,13.5
KC Cariappa,2017,4.51,12.62
KC Cariappa,2019,2.69,12.6
KL Rahul,2013,29.06,0.0
KL Rahul,2014,6.72,0.0
KL Rahul,2015,22.3,0.0
KL Rahul,2016,20.58,0.0
KL Rahul,2018,49.64,0.0
KL Rahul,2019,89.15,0.0
KL Rahul,2020,86.56,0.0
KL Rahul,2021,129.48,0.0
KL Rahul,2022,173.19,0.0
KM Asif,2018,0.0,11.88
KM Asif,2021,0.0,23.76
KP Appanna,2009,0.21,8.31
KP Appanna,2010,0.0,5.47
KP Appanna,2012,0.21,13.78
Kagiso Rabada,2017,5.82,19.43
Kagiso Rabada,2019,11.64,38.86
Kagiso Rabada,2020,8.11,67.67
Kagiso Rabada,2021,13.71,61.22
Kagiso Rabada,2022,10.81,51.18
Kamlesh Nagarkoti,2020,0.84,2.08
Kamlesh Nagarkoti,2021,3.37,8.32
Kamlesh Nagarkoti,2022,0.84,2.08
Kamran Khan,2009,0.65,9.34
Kamran Khan,2010,2.6,26.09
Kamran Khan,2011,0.65,20.62
Kane Richardson,2013,3.46,13.2
Kane Richardson,2014,16.06,7.57
Kane Richardson,2016,6.92,20.77
Kane Richardson,2021,10.38,33.97
Kane Williamson,2015,20.83,0.0
Kane Williamson,2016,12.28,0.0
Kane Williamson,2017,27.73,0.0
Kane Williamson,2018,56.94,0.0
Kane Williamson,2019,93.97,0.0
Kane Williamson,2020,69.79,0.0
Kane Williamson,2021,93.93,0.0
Kane Williamson,2022,92.82,0.0
Karan Goel,2009,8.97,0.0
Karan Goel,2010,19.02,0.0
Karan Sharma,2022,2.6,0.0
Karanveer Singh,2014,1.64,15.94
Karanveer Singh,2015,0.62,45.51
Karn Sharma,2009,3.84,9.47
Karn Sharma,2013,7.68,18.94
Karn Sharma,2014,16.9,31.64
Karn Sharma,2015,11.19,46.47
Karn Sharma,2016,19.4,40.18
Karn Sharma,2017,18.69,31.64
Karn Sharma,2018,16.65,53.2
Karn Sharma,2019,11.19,39.96
Karn Sharma,2020,11.19,39.29
Kartik Tyagi,2020,1.4,8.59
Kartik Tyagi,2021,1.32,17.98
Kartik Tyagi,2022,0.64,29.32
Karun Nair,2013,11.96,0.0
Karun Nair,2014,3.0,0.0
Karun Nair,2015,26.2,0.0
Karun Nair,2016,13.63,0.0
Karun Nair,2017,37.64,0.0
Karun Nair,2018,29.45,0.0
Karun Nair,2019,48.05,0.0
Karun Nair,2020,32.75,0.0
Karun Nair,2022,44.71,0.0
Kedar Jadhav,2010,10.38,0.0
Kedar Jadhav,2011,21.69,0.0
Kedar Jadhav,2013,20.76,0.0
Kedar Jadhav,2014,31.92,0.0
Kedar Jadhav,2015,43.13,0.0
Kedar Jadhav,2016,54.68,0.0
Kedar Jadhav,2017,51.88,0.0
Kedar Jadhav,2018,66.76,0.0
Kedar Jadhav,2019,81.72,0.0
Kedar Jadhav,2020,76.76,0.0
Kedar Jadhav,2021,76.26,0.0
Keemo Paul,2019,1.96,12.84
Kemar Roach,2010,6.84,0.0
Kevin Pietersen,2009,21.67,4.34
Kevin Pietersen,2010,11.05,19.55
Kevin Pietersen,2012,32.72,8.68
Kevin Pietersen,2014,54.39,13.02
Kevin Pietersen,2016,76.06,17.36
Kevon Cooper,2012,6.85,17.41
Kevon Cooper,2013,6.55,42.41
Kevon Cooper,2014,5.15,33.84
Khaleel Ahmed,2018,0.13,13.19
Khaleel Ahmed,2019,0.0,0.0
Khaleel Ahmed,2020,0.0,25.31
Khaleel Ahmed,2021,0.0,12.1
Khaleel Ahmed,2022,0.64,8.79
Kieron Pollard,2010,15.0,5.47
Kieron Pollard,2011,13.65,22.31
Kieron Pollard,2012,8.64,12.8
Kieron Pollard,2013,23.38,27.58
Kieron Pollard,2014,42.11,20.38
Kieron Pollard,2015,37.59,14.42
Kieron Pollard,2016,60.64,18.31
Kieron Pollard,2017,50.31,14.42
Kieron Pollard,2018,68.59,14.42
Kieron Pollard,2019,62.19,14.42
Kieron Pollard,2020,79.99,14.42
Kieron Pollard,2021,97.85,18.43
Kieron Pollard,2022,94.2,26.07
Krishmar Santokie,2014,0.0,13.44
Krishnakant  Upadhyay,2012,3.75,0.0
Krishnakant  Upadhyay,2013,10.63,0.0
Krishnappa Gowtham,2018,6.52,7.77
Krishnappa Gowtham,2019,6.49,17.21
Krishnappa Gowtham,2020,2.99,9.48
Krishnappa Gowtham,2022,9.51,17.25
Krunal Pandya,2016,12.43,9.1
Krunal Pandya,2017,34.75,7.14
Krunal Pandya,2018,29.35,18.4
Krunal Pandya,2019,25.11,31.38
Krunal Pandya,2020,21.75,28.75
Krunal Pandya,2021,19.54,23.29
Krunal Pandya,2022,27.94,28.43
Kuldeep Sen,2022,0.0,12.93
Kuldeep Yadav,2016,3.91,12.98
Kuldeep Yadav,2017,0.0,36.98
Kuldeep Yadav,2018,6.93,26.17
Kuldeep Yadav,2019,3.12,39.65
Kuldeep Yadav,2020,1.96,31.23
Kuldeep Yadav,2022,5.87,44.21
Kuldip Yadav,2021,0.0,0.0
Kulwant Khejroliya,2018,0.0,5.95
Kulwant Khejroliya,2019,0.0,12.45
Kumar Kartikeya,2022,1.95,15.99
Kumar Sangakkara,2009,27.06,0.0
Kumar Sangakkara,2010,20.68,0.0
Kumar Sangakkara,2011,43.17,0.0
Kumar Sangakkara,2012,41.87,0.0
Kumar Sangakkara,2013,32.79,0.0
Kusal Perera,2013,4.68,0.0
Kyle Abbott,2016,2.94,3.65
Kyle Jamieson,2021,6.6,10.46
Lakshmipathy Balaji,2009,0.0,15.63
Lakshmipathy Balaji,2010,0.65,12.19
Lakshmipathy Balaji,2011,4.79,11.2
Lakshmipathy Balaji,2012,1.9,8.58
Lakshmipathy Balaji,2013,0.65,35.53
Lakshmipathy Balaji,2014,3.75,20.58
Lalit Yadav,2021,13.34,8.52
Lalit Yadav,2022,11.53,19.61
Lasith Malinga,2009,1.87,20.64
Lasith Malinga,2010,0.0,42.58
Lasith Malinga,2011,0.62,37.81
Lasith Malinga,2012,2.33,68.86
Lasith Malinga,2013,8.6,63.42
Lasith Malinga,2014,3.32,54.18
Lasith Malinga,2015,4.6,80.09
Lasith Malinga,2017,6.47,74.82
Lasith Malinga,2019,8.34,95.46
Laxmi Shukla,2009,9.76,6.48
Laxmi Shukla,2010,19.82,14.88
Laxmi Shukla,2011,32.56,23.34
Laxmi Shukla,2012,29.42,14.88
Laxmi Shukla,2013,27.15,23.22
Laxmi Shukla,2014,20.84,21.72
Lee Carseldine,2009,11.83,16.68
Lendl Simmons,2014,24.74,2.21
Lendl Simmons,2015,68.4,11.03
Lendl Simmons,2016,60.36,2.21
Lendl Simmons,2017,30.18,2.21
Liam Livingstone,2019,13.95,1.92
Liam Livingstone,2021,27.9,3.84
Liam Livingstone,2022,19.61,1.92
Liam Plunkett,2018,0.32,6.43
Lockie Ferguson,2017,5.39,12.5
Lockie Ferguson,2019,10.78,25.0
Lockie Ferguson,2020,5.39,16.17
Lockie Ferguson,2021,18.88,31.88
Lockie Ferguson,2022,16.61,53.7
Love Ablish,2010,0.0,8.34
Love Ablish,2011,0.0,25.02
Luke Pomersbach,2009,37.82,0.0
Luke Pomersbach,2011,17.39,0.0
Luke Pomersbach,2013,34.78,0.0
Luke Ronchi,2009,5.76,0.0
Luke Wright,2012,7.44,1.89
Luke Wright,2013,0.0,0.0
Lukman Meriwala,2021,0.0,9.36
Lungi Ngidi,2018,0.0,21.94
Lungi Ngidi,2020,0.0,43.88
Lungi Ngidi,2021,0.0,43.54
M Shahrukh Khan,2021,10.85,0.0
M Shahrukh Khan,2022,22.02,0.0
MS Dhoni,2009,24.13,0.0
MS Dhoni,2010,21.08,0.0
MS Dhoni,2011,20.04,0.0
MS Dhoni,2012,43.98,0.0
MS Dhoni,2013,36.23,0.0
MS Dhoni,2014,58.87,0.0
MS Dhoni,2015,82.04,0.0
MS Dhoni,2016,76.09,0.0
MS Dhoni,2017,95.34,0.0
MS Dhoni,2018,90.93,0.0
MS Dhoni,2019,119.51,0.0
MS Dhoni,2020,154.53,0.0
MS Dhoni,2021,132.12,0.0
MS Dhoni,2022,127.0,0.0
Maheesh Theekshana,2022,2.35,18.95
Mahela Jayawardene,2009,11.03,0.0
Mahela Jayawardene,2010,28.52,0.0
Mahela Jayawardene,2011,56.02,0.0
Mahela Jayawardene,2012,45.72,0.0
Mahela Jayawardene,2013,63.21,0.0
Mahesh Rawat,2009,3.34,0.0
Mahesh Rawat,2013,6.74,0.0
Mahipal Lomror,2018,11.5,0.74
Mahipal Lomror,2019,7.56,0.0
Mahipal Lomror,2020,5.16,0.0
Mahipal Lomror,2021,19.74,0.0
Mahipal Lomror,2022,37.99,3.68
Manan Vohra,2013,14.78,0.0
Manan Vohra,2014,11.58,0.0
Manan Vohra,2015,44.19,0.0
Manan Vohra,2016,19.79,0.0
Manan Vohra,2017,36.82,0.0
Manan Vohra,2018,55.55,0.0
Manan Vohra,2021,51.6,0.0
Manan Vohra,2022,44.04,0.0
Mandeep Singh,2010,10.62,0.0
Mandeep Singh,2011,1.32,0.0
Mandeep Singh,2012,7.8,0.0
Mandeep Singh,2013,28.32,0.0
Mandeep Singh,2014,21.34,0.0
Mandeep Singh,2015,13.26,0.0
Mandeep Singh,2017,23.88,0.0
Mandeep Singh,2018,37.69,0.0
Mandeep Singh,2019,52.0,0.0
Mandeep Singh,2020,48.89,0.0
Mandeep Singh,2021,62.59,0.0
Mandeep Singh,2022,59.53,0.0
Manish Pandey,2009,0.99,0.0
Manish Pandey,2010,42.59,0.0
Manish Pandey,2011,15.24,0.0
Manish Pandey,2012,36.68,0.0
Manish Pandey,2013,26.81,0.0
Manish Pandey,2014,41.68,0.0
Manish Pandey,2015,61.44,0.0
Manish Pandey,2016,55.32,0.0
Manish Pandey,2017,72.63,0.0
Manish Pandey,2018,101.12,0.0
Manish Pandey,2019,89.28,0.0
Manish Pandey,2020,115.34,0.0
Manish Pandey,2021,111.48,0.0
Manish Pandey,2022,143.34,0.0
Manoj Tiwary,2009,11.29,0.0
Manoj Tiwary,2010,6.37,0.0
