fullName,season,rel_batting_impact_score,rel_bowling_impact_score
Ruturaj Gaikwad,2021,57.84,0.0
Ruturaj Gaikwad,2022,91.04,0.0
Ryan Harris,2009,3.84,15.59
Ryan Harris,2010,3.1,10.0
Ryan Harris,2011,9.26,32.77
Ryan Harris,2012,6.11,25.18
Ryan Harris,2013,12.38,49.66
Ryan McLaren,2010,8.91,8.23
Ryan McLaren,2011,7.3,5.1
Ryan McLaren,2013,16.21,13.33
Ryan Ninan,2011,1.98,13.86
Ryan ten Doeschate,2011,13.19,3.2
Ryan ten Doeschate,2012,43.6,0.0
Ryan ten Doeschate,2013,18.02,12.42
Ryan ten Doeschate,2014,34.09,0.0
Ryan ten Doeschate,2015,23.91,3.6
S Badrinath,2009,13.24,0.0
S Badrinath,2010,11.93,0.0
S Badrinath,2011,30.92,0.0
S Badrinath,2012,60.65,0.0
S Badrinath,2013,48.01,0.0
Sachin Baby,2013,6.33,4.38
Sachin Baby,2016,12.66,8.76
Sachin Baby,2017,27.54,26.26
Sachin Baby,2021,18.99,13.14
Sachin Rana,2011,10.51,0.0
Sachin Rana,2014,21.02,0.0
Sachin Tendulkar,2009,21.75,0.0
Sachin Tendulkar,2010,44.13,0.0
Sachin Tendulkar,2011,79.24,0.0
Sachin Tendulkar,2012,73.71,0.0
Sachin Tendulkar,2013,63.29,0.0
Sachithra Senanayake,2013,1.83,17.28
Sai Sudharsan,2022,23.26,0.0
Sam Billings,2016,11.59,0.0
Sam Billings,2017,27.59,0.0
Sam Billings,2018,44.4,0.0
Sam Billings,2019,36.85,0.0
Sam Billings,2022,48.44,0.0
Sam Curran,2019,10.16,11.47
Sam Curran,2020,8.46,23.54
Sam Curran,2021,20.9,35.75
Samuel Badree,2013,0.57,8.49
Samuel Badree,2014,0.0,0.0
Samuel Badree,2017,0.57,8.49
Sanath Jayasuriya,2009,28.91,6.61
Sanath Jayasuriya,2010,13.28,15.73
Sandeep Lamichhane,2018,0.0,19.48
Sandeep Lamichhane,2019,0.0,43.96
Sandeep Sharma,2013,1.3,14.14
Sandeep Sharma,2014,0.0,41.02
Sandeep Sharma,2015,1.25,32.76
Sandeep Sharma,2016,3.4,27.9
Sandeep Sharma,2017,2.51,42.47
Sandeep Sharma,2018,4.7,58.83
Sandeep Sharma,2019,2.51,55.67
Sandeep Sharma,2020,4.39,55.5
Sandeep Sharma,2021,4.13,70.38
Sandeep Sharma,2022,6.79,60.33
Sandeep Warrier,2019,0.0,3.12
Sandeep Warrier,2020,0.0,12.48
Sandeep Warrier,2021,0.0,3.12
Sanjay Bangar,2009,4.55,5.0
Sanjay Yadav,2022,0.0,0.0
Sanju Samson,2013,19.81,0.0
Sanju Samson,2014,15.66,0.0
Sanju Samson,2015,35.4,0.0
Sanju Samson,2016,29.15,0.0
Sanju Samson,2017,45.25,0.0
Sanju Samson,2018,65.92,0.0
Sanju Samson,2019,88.53,0.0
Sanju Samson,2020,87.77,0.0
Sanju Samson,2021,85.65,0.0
Sanju Samson,2022,113.72,0.0
Sarabjit Ladda,2010,0.0,4.91
Sarabjit Ladda,2011,0.0,13.37
Sarabjit Ladda,2013,0.0,9.82
Sarabjit Ladda,2016,0.0,14.73
Sarfaraz Khan,2015,11.67,0.0
Sarfaraz Khan,2016,11.66,0.0
Sarfaraz Khan,2018,23.33,0.0
Sarfaraz Khan,2019,17.4,0.0
Sarfaraz Khan,2020,48.0,0.0
Sarfaraz Khan,2021,25.23,0.0
Sarfaraz Khan,2022,17.4,0.0
Saurabh Tiwary,2009,8.9,0.0
Saurabh Tiwary,2010,3.04,0.0
Saurabh Tiwary,2011,24.26,0.0
Saurabh Tiwary,2012,14.17,0.0
Saurabh Tiwary,2013,27.3,0.0
Saurabh Tiwary,2015,44.52,0.0
Saurabh Tiwary,2016,38.61,0.0
Saurabh Tiwary,2017,56.94,0.0
Saurabh Tiwary,2020,55.83,0.0
Saurabh Tiwary,2021,53.49,0.0
Scott Boland,2016,0.0,13.02
Scott Kuggeleijn,2019,0.0,11.28
Scott Styris,2009,10.61,5.06
Scott Styris,2011,7.72,17.15
Sean Abbott,2015,4.8,4.2
Sean Abbott,2022,9.6,8.4
Shadab Jakati,2009,1.43,8.64
Shadab Jakati,2010,8.63,33.11
Shadab Jakati,2011,1.43,23.98
Shadab Jakati,2012,1.43,18.1
Shadab Jakati,2014,2.86,17.28
Shadab Jakati,2016,4.29,25.92
Shadab Jakati,2017,3.48,21.08
Shahbaz Ahmed,2020,7.2,11.49
Shahbaz Ahmed,2021,0.62,25.17
Shahbaz Ahmed,2022,6.3,42.95
Shahbaz Nadeem,2011,1.05,8.31
Shahbaz Nadeem,2012,0.0,19.03
Shahbaz Nadeem,2013,0.0,17.76
Shahbaz Nadeem,2014,1.53,30.52
Shahbaz Nadeem,2015,3.11,26.67
Shahbaz Nadeem,2016,2.86,17.76
Shahbaz Nadeem,2017,2.13,23.61
Shahbaz Nadeem,2018,1.95,36.15
Shahbaz Nadeem,2019,5.71,28.26
Shahbaz Nadeem,2020,1.95,34.92
Shahbaz Nadeem,2021,4.31,43.78
Shakib Al Hasan,2011,8.62,11.29
Shakib Al Hasan,2012,6.67,34.02
Shakib Al Hasan,2014,15.29,22.58
Shakib Al Hasan,2015,31.04,35.27
Shakib Al Hasan,2016,23.48,33.92
Shakib Al Hasan,2017,35.74,29.61
Shakib Al Hasan,2018,24.1,22.58
Shakib Al Hasan,2019,37.58,32.84
Shakib Al Hasan,2021,32.72,44.13
Shalabh Srivastava,2010,0.78,11.15
Shalabh Srivastava,2011,0.32,7.9
Shane Bond,2010,0.64,15.58
Shane Harwood,2009,2.8,13.6
Shane Warne,2009,7.0,16.22
Shane Warne,2010,14.07,14.77
Shane Warne,2011,7.92,10.65
Shane Watson,2010,21.82,8.95
Shane Watson,2011,50.32,20.83
Shane Watson,2012,45.28,18.02
Shane Watson,2013,74.32,30.24
Shane Watson,2014,72.36,44.09
Shane Watson,2015,58.7,40.18
Shane Watson,2016,90.69,36.68
Shane Watson,2017,66.92,51.74
Shane Watson,2018,65.83,43.52
Shane Watson,2019,94.79,42.79
Shane Watson,2020,83.08,36.68
Shardul Thakur,2015,4.35,11.55
Shardul Thakur,2017,8.7,23.1
Shardul Thakur,2018,4.35,22.62
Shardul Thakur,2019,13.75,35.97
Shardul Thakur,2020,7.36,32.02
Shardul Thakur,2021,11.87,44.96
Shardul Thakur,2022,8.16,59.77
Shashank Singh,2022,9.68,0.0
Shaun Marsh,2010,28.31,0.0
Shaun Marsh,2011,59.95,0.0
Shaun Marsh,2012,59.53,0.0
Shaun Marsh,2013,48.56,0.0
Shaun Marsh,2014,79.37,0.0
Shaun Marsh,2015,76.12,0.0
Shaun Marsh,2016,63.06,0.0
Shaun Marsh,2017,84.05,0.0
Shaun Tait,2010,2.08,12.53
Shaun Tait,2011,6.31,27.26
Shaun Tait,2012,5.53,44.39
Shaun Tait,2013,2.08,42.1
Sheldon Cottrell,2020,0.0,11.4
Sheldon Jackson,2017,6.08,0.0
Sheldon Jackson,2022,12.16,0.0
Sherfane Rutherford,2019,10.12,0.92
Sherfane Rutherford,2022,20.24,1.84
Shikhar Dhawan,2009,20.23,0.0
Shikhar Dhawan,2010,6.98,0.0
Shikhar Dhawan,2011,20.92,0.0
Shikhar Dhawan,2012,43.28,9.12
Shikhar Dhawan,2013,74.31,8.19
Shikhar Dhawan,2014,68.83,0.0
Shikhar Dhawan,2015,64.25,0.0
Shikhar Dhawan,2016,62.48,0.0
Shikhar Dhawan,2017,86.96,0.0
Shikhar Dhawan,2018,114.63,0.0
Shikhar Dhawan,2019,111.47,0.0
Shikhar Dhawan,2020,137.15,0.0
Shikhar Dhawan,2021,166.79,0.0
Shikhar Dhawan,2022,196.82,0.0
Shimron Hetmyer,2019,14.28,0.0
Shimron Hetmyer,2020,12.85,0.0
Shimron Hetmyer,2021,12.16,0.0
Shimron Hetmyer,2022,27.4,0.0
Shivam Dube,2019,14.11,2.46
Shivam Dube,2020,6.93,0.0
Shivam Dube,2021,17.2,9.83
Shivam Dube,2022,36.92,0.0
Shivam Mavi,2018,3.58,11.35
Shivam Mavi,2020,7.16,22.7
Shivam Mavi,2021,5.82,36.54
Shivam Mavi,2022,14.42,54.18
Shivam Sharma,2014,0.8,8.34
Shivam Sharma,2015,2.4,18.18
Shivil Kaushik,2016,0.0,5.12
Shivil Kaushik,2017,0.0,15.37
Shoaib Ahmed,2009,0.22,8.01
Shoaib Shaikh,2009,3.99,0.0
Shreevats Goswami,2009,21.81,0.0
Shreevats Goswami,2010,21.6,0.0
Shreevats Goswami,2011,5.5,0.0
Shreevats Goswami,2012,4.86,0.0
Shreevats Goswami,2018,15.46,0.0
Shreevats Goswami,2020,26.06,0.0
Shreyas Gopal,2014,4.73,10.0
Shreyas Gopal,2015,12.33,28.69
Shreyas Gopal,2016,5.35,19.1
Shreyas Gopal,2018,10.08,29.1
Shreyas Gopal,2019,19.08,44.34
Shreyas Gopal,2020,16.32,64.09
Shreyas Gopal,2021,15.15,52.7
Shreyas Gopal,2022,12.38,44.34
Shreyas Iyer,2015,20.34,0.0
Shreyas Iyer,2016,45.01,0.0
Shreyas Iyer,2017,23.71,0.0
Shreyas Iyer,2018,45.58,0.0
Shreyas Iyer,2019,70.86,0.0
Shreyas Iyer,2020,68.25,0.0
Shreyas Iyer,2021,92.76,0.0
Shreyas Iyer,2022,86.64,0.0
Shrikant Mundhe,2011,0.0,16.68
Shrikant Wagh,2010,0.32,6.89
Shrikant Wagh,2011,0.0,6.24
Shubham Agarwal,2017,0.0,9.6
Shubman Gill,2018,20.86,0.0
Shubman Gill,2019,15.57,0.0
Shubman Gill,2020,33.51,0.0
Shubman Gill,2021,58.82,0.0
Shubman Gill,2022,55.27,0.0
Siddarth Kaul,2013,1.1,9.97
Siddarth Kaul,2014,5.51,8.51
Siddarth Kaul,2017,2.2,18.48
Siddarth Kaul,2018,1.1,38.25
Siddarth Kaul,2019,1.75,33.39
Siddarth Kaul,2020,1.1,27.97
Siddarth Kaul,2021,1.1,40.45
Siddarth Kaul,2022,3.58,38.55
Siddharth Chitnis,2009,5.9,10.08
Siddharth Chitnis,2011,13.02,2.52
Siddharth Chitnis,2012,12.02,-0.0
Siddharth Trivedi,2009,1.16,10.37
Siddharth Trivedi,2010,3.2,21.68
Siddharth Trivedi,2011,6.56,36.59
Siddharth Trivedi,2012,3.2,31.49
Siddharth Trivedi,2013,6.32,44.64
Siddhesh Lad,2019,10.53,0.0
Simarjeet Singh,2022,1.58,8.64
Simon Katich,2009,50.72,0.0
Sourav Ganguly,2009,21.02,13.37
Sourav Ganguly,2010,12.8,4.08
Sourav Ganguly,2011,41.83,0.0
Sourav Ganguly,2012,26.37,0.0
Sourav Sarkar,2009,0.0,6.0
Sreenath Aravind,2011,3.19,13.4
Sreenath Aravind,2012,7.27,34.38
Sreenath Aravind,2015,6.38,26.8
Sreenath Aravind,2016,3.19,50.8
Sreenath Aravind,2017,3.19,43.32
Sreesanth,2009,0.0,14.74
Sreesanth,2010,1.53,10.25
Sreesanth,2011,7.13,4.94
Sreesanth,2013,3.06,15.16
Sridharan Sriram,2010,12.21,0.0
Sridharan Sriram,2011,33.96,0.0
Srikar Bharat,2021,14.29,0.0
Srikar Bharat,2022,40.29,0.0
Srikkanth Anirudha,2010,5.33,0.0
Srikkanth Anirudha,2011,16.4,0.0
Srikkanth Anirudha,2012,28.68,0.0
Srikkanth Anirudha,2013,22.35,0.0
Srikkanth Anirudha,2014,16.4,0.0
Steven Smith,2012,21.33,0.0
Steven Smith,2013,20.98,0.0
Steven Smith,2014,18.86,0.0
Steven Smith,2015,16.65,0.0
Steven Smith,2016,35.07,0.0
Steven Smith,2017,66.24,0.0
Steven Smith,2019,56.4,0.0
Steven Smith,2020,83.08,0.0
Steven Smith,2021,72.99,0.0
Stuart Binny,2010,9.24,3.98
Stuart Binny,2011,5.25,0.0
Stuart Binny,2012,20.44,0.0
Stuart Binny,2013,16.2,6.4
Stuart Binny,2014,30.13,6.38
Stuart Binny,2015,24.01,5.26
Stuart Binny,2016,22.96,10.73
Stuart Binny,2017,31.62,6.37
Stuart Binny,2018,31.0,18.34
Stuart Binny,2019,28.89,6.37
Sudeep Tyagi,2009,0.94,5.13
Sudeep Tyagi,2010,0.0,13.82
Sudhesan Midhun,2019,0.0,0.0
Sumit Narwal,2010,9.79,4.13
Sumit Narwal,2013,19.58,8.26
Sunil Narine,2012,5.92,16.16
Sunil Narine,2013,3.01,48.33
Sunil Narine,2014,2.31,42.87
Sunil Narine,2015,1.34,38.04
Sunil Narine,2016,0.0,28.88
Sunil Narine,2017,1.65,42.84
Sunil Narine,2018,12.61,38.32
Sunil Narine,2019,28.24,52.28
Sunil Narine,2020,24.97,48.96
Sunil Narine,2021,21.77,44.7
Sunil Narine,2022,16.7,63.08
Sunny Gupta,2012,0.0,0.0
Sunny Singh,2011,5.77,0.0
Sunny Sohal,2009,1.28,0.0
Sunny Sohal,2011,11.21,0.0
Suraj Randiv,2011,1.28,9.79
Suresh Raina,2009,23.81,5.3
Suresh Raina,2010,23.54,16.92
Suresh Raina,2011,50.61,11.86
Suresh Raina,2012,44.66,9.84
Suresh Raina,2013,41.78,9.14
Suresh Raina,2014,67.54,13.46
Suresh Raina,2015,93.57,10.76
Suresh Raina,2016,84.04,15.94
Suresh Raina,2017,104.42,10.76
Suresh Raina,2018,129.64,12.68
Suresh Raina,2019,128.16,10.76
Suresh Raina,2021,125.85,14.21
Suryakumar Yadav,2012,16.83,0.0
Suryakumar Yadav,2014,33.66,0.0
Suryakumar Yadav,2015,29.47,0.0
Suryakumar Yadav,2016,25.35,0.0
Suryakumar Yadav,2017,37.83,0.0
Suryakumar Yadav,2018,36.16,0.0
Suryakumar Yadav,2019,65.24,0.0
Suryakumar Yadav,2020,58.19,0.0
Suryakumar Yadav,2021,83.79,0.0
Suryakumar Yadav,2022,74.61,0.0
Suyash Prabhudessai,2022,9.32,0.0
Swapnil Asnodkar,2009,27.18,0.0
Swapnil Asnodkar,2010,8.6,0.0
Swapnil Asnodkar,2011,1.6,0.0
Swapnil Singh,2016,2.04,1.42
Swapnil Singh,2017,0.0,0.0
T Natarajan,2017,0.24,11.23
T Natarajan,2020,0.48,22.46
T Natarajan,2021,1.43,34.95
T Natarajan,2022,0.48,33.98
TP Sudhindra,2012,0.0,2.8
Tabraiz Shamsi,2016,0.62,4.08
Tabraiz Shamsi,2021,1.24,8.16
Tanmay Srivastava,2009,2.75,0.0
Taruwar Kohli,2009,3.38,0.0
Tejas Baroka,2017,0.0,0.0
Thalaivan Sargunam,2013,7.31,0.0
Thilan Thushara,2009,2.06,18.77
Thilan Thushara,2010,0.66,38.69
Thisara Perera,2010,6.03,5.8
Thisara Perera,2011,0.0,0.0
Thisara Perera,2012,8.1,6.3
Thisara Perera,2013,1.35,0.0
Thisara Perera,2015,7.38,5.8
Thisara Perera,2016,5.4,5.4
Tilak Varma,2022,22.51,0.0
Tillakaratne Dilshan,2009,10.5,33.36
Tillakaratne Dilshan,2010,37.52,0.0
Tillakaratne Dilshan,2011,15.44,8.7
Tillakaratne Dilshan,2012,32.72,1.8
Tillakaratne Dilshan,2013,59.11,-0.0
Tim David,2021,8.8,0.0
Tim David,2022,0.63,0.0
Tim Paine,2011,3.51,0.0
Tim Seifert,2021,4.72,0.0
Tim Seifert,2022,1.28,0.0
Tim Southee,2011,3.81,9.1
Tim Southee,2014,7.62,18.2
Tim Southee,2015,6.41,9.1
Tim Southee,2016,10.82,18.7
Tim Southee,2017,15.81,29.49
Tim Southee,2018,15.32,29.1
Tim Southee,2019,25.33,25.66
Tim Southee,2021,19.13,34.76
Tim Southee,2022,17.27,47.48
Tirumalasetti Suman,2009,10.42,5.44
Tirumalasetti Suman,2010,25.14,19.3
Tirumalasetti Suman,2011,42.77,5.44
Tirumalasetti Suman,2012,32.45,5.44
Tirumalasetti Suman,2013,30.27,5.44
Tom Banton,2020,6.2,0.0
Tom Curran,2018,10.88,9.92
Tom Curran,2020,21.76,19.84
Tom Curran,2021,42.84,15.15
Travis Birt,2011,10.44,0.0
Travis Head,2016,14.91,1.97
Travis Head,2017,13.46,0.0
Trent Boult,2015,1.23,13.33
Trent Boult,2016,0.0,28.69
Trent Boult,2017,0.0,23.65
Trent Boult,2018,3.12,22.39
Trent Boult,2019,0.0,36.83
Trent Boult,2020,2.28,34.02
Trent Boult,2021,0.0,55.62
Trent Boult,2022,0.32,45.68
Tristan Stubbs,2022,0.64,0.0
Tushar Deshpande,2020,3.69,5.38
Tushar Deshpande,2022,7.38,10.76
Tymal Mills,2017,0.86,11.07
Tymal Mills,2022,1.72,22.14
Tyron Henderson,2009,3.68,7.56
Udit Birla,2013,5.04,0.0
Umesh Yadav,2010,2.44,11.2
Umesh Yadav,2011,1.88,11.11
Umesh Yadav,2012,0.32,3.6
Umesh Yadav,2013,0.74,18.67
Umesh Yadav,2014,5.41,15.22
Umesh Yadav,2015,2.02,14.85
Umesh Yadav,2016,8.93,12.84
Umesh Yadav,2017,4.97,25.14
Umesh Yadav,2018,3.58,39.99
Umesh Yadav,2019,2.42,58.22
Umesh Yadav,2020,5.92,47.42
Umesh Yadav,2022,4.86,58.62
Umran Malik,2021,0.34,13.75
Umran Malik,2022,0.0,8.4
Unmukt Chand,2011,7.14,0.0
Unmukt Chand,2012,0.66,0.0
Unmukt Chand,2013,13.75,0.0
Unmukt Chand,2014,13.48,0.0
Unmukt Chand,2015,2.01,0.0
Unmukt Chand,2016,16.95,0.0
Usman Khawaja,2016,15.5,0.0
VVS Laxman,2009,20.46,0.0
VVS Laxman,2010,2.51,0.0
VVS Laxman,2011,9.81,0.0
Vaibhav Arora,2022,0.84,6.42
Varun Aaron,2011,1.68,9.06
Varun Aaron,2012,0.0,18.9
Varun Aaron,2014,1.68,18.12
Varun Aaron,2015,8.93,37.7
Varun Aaron,2016,5.55,23.94
Varun Aaron,2017,1.68,20.78
Varun Aaron,2019,3.36,29.84
Varun Aaron,2020,5.25,28.99
Varun Aaron,2022,5.04,38.05
Varun Chakravarthy,2019,1.35,12.96
Varun Chakravarthy,2020,0.0,8.64
Varun Chakravarthy,2021,2.25,29.38
Varun Chakravarthy,2022,0.64,24.72
Veer Pratap Singh,2012,0.0,12.7
Venkatesh Iyer,2021,20.76,4.53
Venkatesh Iyer,2022,51.29,13.58
Venugopal Rao,2009,22.68,2.88
Venugopal Rao,2010,7.12,11.13
Venugopal Rao,2011,5.91,2.88
Venugopal Rao,2012,24.31,2.88
Venugopal Rao,2014,19.08,4.73
Vijay Shankar,2014,11.56,3.41
Vijay Shankar,2017,23.12,6.82
Vijay Shankar,2018,44.87,3.41
Vijay Shankar,2019,43.34,5.58
Vijay Shankar,2020,35.81,7.88
Vijay Shankar,2021,50.79,20.68
Vijay Shankar,2022,43.82,14.48
Vijay Zol,2014,10.27,0.0
Vikram Singh,2009,1.27,9.75
Vikram Singh,2010,0.0,2.7
Vikramjeet Malik,2009,0.91,6.05
Vikramjeet Malik,2010,0.0,4.9
Vikramjeet Malik,2011,3.95,3.87
Vikramjeet Malik,2013,0.91,9.92
Vikramjeet Malik,2014,0.0,21.12
Vinay Kumar,2009,4.18,7.94
Vinay Kumar,2010,4.01,17.64
Vinay Kumar,2011,3.65,31.36
Vinay Kumar,2012,8.48,29.81
Vinay Kumar,2013,15.3,45.6
Vinay Kumar,2014,27.88,63.2
Vinay Kumar,2015,16.59,54.56
Vinay Kumar,2016,15.3,52.03
Vinay Kumar,2017,19.86,66.07
Vinay Kumar,2018,15.3,85.51
Virat Kohli,2009,9.81,6.1
Virat Kohli,2010,23.96,0.0
Virat Kohli,2011,41.57,0.0
Virat Kohli,2012,71.76,2.45
Virat Kohli,2013,60.48,0.0
Virat Kohli,2014,93.32,0.0
Virat Kohli,2015,80.22,0.0
Virat Kohli,2016,106.75,0.0
Virat Kohli,2017,165.15,0.0
Virat Kohli,2018,130.94,0.0
Virat Kohli,2019,162.78,0.0
Virat Kohli,2020,156.48,0.0
Virat Kohli,2021,182.59,0.0
Virat Kohli,2022,177.5,0.0
Virat Singh,2021,5.33,0.0
Virender Sehwag,2009,21.37,3.58
Virender Sehwag,2010,12.8,0.0
Virender Sehwag,2011,31.17,23.45
Virender Sehwag,2012,60.63,0.0
Virender Sehwag,2013,54.39,0.0
Virender Sehwag,2014,48.01,0.0
Virender Sehwag,2015,67.84,0.0
Vishnu Vinod,2017,4.34,0.0
Wanindu Hasaranga de Silva,2021,1.97,11.77
Wanindu Hasaranga de Silva,2022,0.32,0.0
Washington Sundar,2017,5.84,9.95
Washington Sundar,2018,1.25,22.91
Washington Sundar,2019,10.37,15.95
Washington Sundar,2020,1.57,32.15
Washington Sundar,2021,10.55,24.95
Washington Sundar,2022,6.97,22.67
Wasim Jaffer,2009,14.04,0.0
Wayne Parnell,2011,3.1,13.76
Wayne Parnell,2012,8.33,29.16
Wayne Parnell,2013,5.64,27.41
Wayne Parnell,2014,9.0,43.21
Wilkin Mota,2009,10.26,4.14
Wriddhiman Saha,2009,12.26,0.0
Wriddhiman Saha,2010,7.32,0.0
Wriddhiman Saha,2011,15.53,0.0
Wriddhiman Saha,2012,50.18,0.0
Wriddhiman Saha,2013,19.87,0.0
Wriddhiman Saha,2014,37.23,0.0
Wriddhiman Saha,2015,58.49,0.0
Wriddhiman Saha,2016,51.02,0.0
Wriddhiman Saha,2017,67.81,0.0
Wriddhiman Saha,2018,66.83,0.0
Wriddhiman Saha,2019,59.59,0.0
Wriddhiman Saha,2020,71.46,0.0
Wriddhiman Saha,2021,121.95,0.0
Wriddhiman Saha,2022,82.04,0.0
Yash Dayal,2022,0.0,13.22
Yashasvi Jaiswal,2020,15.63,0.0
Yashasvi Jaiswal,2021,9.54,0.0
Yashasvi Jaiswal,2022,27.68,0.0
Yashpal Singh,2009,8.58,0.0
Yo Mahesh,2009,2.11,17.31
Yo Mahesh,2010,0.0,8.04
Yo Mahesh,2012,0.53,19.75
Yogesh Nagar,2009,9.67,8.09
Yogesh Nagar,2010,24.67,28.13
Yogesh Nagar,2011,10.33,18.89
Yogesh Nagar,2012,18.23,9.59
Yogesh Takawale,2009,14.46,0.0
Yogesh Takawale,2014,28.92,0.0
Yusuf Abdulla,2009,0.0,12.51
Yusuf Abdulla,2010,0.0,32.61
Yusuf Pathan,2009,21.22,7.54
Yusuf Pathan,2010,13.52,16.7
Yusuf Pathan,2011,30.9,13.85
Yusuf Pathan,2012,50.27,29.06
Yusuf Pathan,2013,39.77,16.82
Yusuf Pathan,2014,55.52,16.33
Yusuf Pathan,2015,72.02,13.85
Yusuf Pathan,2016,93.58,17.93
Yusuf Pathan,2017,119.53,22.52
Yusuf Pathan,2018,102.88,20.39
Yusuf Pathan,2019,118.11,34.67
Yuvraj Singh,2009,15.24,5.4
Yuvraj Singh,2010,34.14,14.73
Yuvraj Singh,2011,28.46,12.99
Yuvraj Singh,2013,44.55,10.38
Yuvraj Singh,2014,41.76,19.09
Yuvraj Singh,2015,62.81,16.66
Yuvraj Singh,2016,55.65,12.45
Yuvraj Singh,2017,73.37,10.38
Yuvraj Singh,2018,72.71,14.94
Yuvraj Singh,2019,63.2,10.38
Yuzvendra Chahal,2013,1.11,15.28
Yuzvendra Chahal,2014,0.0,0.0
Yuzvendra Chahal,2015,0.62,12.26
Yuzvendra Chahal,2016,1.24,30.72
Yuzvendra Chahal,2017,0.62,51.25
Yuzvendra Chahal,2018,2.09,44.78
Yuzvendra Chahal,2019,0.62,42.51
Yuzvendra Chahal,2020,1.95,59.36
Yuzvendra Chahal,2021,1.25,79.03
Yuzvendra Chahal,2022,4.35,76.32
Zaheer Khan,2009,3.38,13.98
Zaheer Khan,2010,1.84,28.68
Zaheer Khan,2011,7.47,27.65
Zaheer Khan,2012,14.79,26.02
Zaheer Khan,2013,9.51,41.14
Zaheer Khan,2014,7.47,80.97
Zaheer Khan,2015,9.24,53.87
Zaheer Khan,2016,7.47,69.4
Zaheer Khan,2017,9.49,64.57
